	stat	logfc	pval	qval	initial_mean	final_mean	initial_mean_ori	final_mean_ori
KNL1	0.13396215651971255	1.8867195206103884	4.630962280316453e-12	4.854792123865082e-10	0.2067451369588681	0.048612492884373984	0.32242727	0.07660641
SMC2	0.13222644170120346	0.923951315809454	8.530287587404928e-12	8.471922461806894e-10	0.48227109618022873	0.24945812555575483	0.84990376	0.43376577
CDCA3	0.12979336642017947	2.6717931907072305	1.9825918684546195e-11	1.8705754278869337e-09	0.16255500356752633	0.017079314388707398	0.2588203	0.027193706
LOCKD	0.12924554016506073	2.170536454523808	2.3922419600808098e-11	2.1496002755583277e-09	0.24732513673577916	0.04715913300191883	0.40171632	0.0760483
TPX2	0.12634289952250932	2.457000110928463	6.389733187006641e-11	5.48064841994615e-09	0.14171920483904266	0.01763184125186901	0.25107405	0.031237107
CDK1	0.1254177439590186	1.7568583643581093	8.700173914633069e-11	7.137925294309827e-09	0.2744684910440872	0.07417189471071632	0.4743168	0.12799741
NDC80	0.12274569344936004	3.2142088755459985	2.0959967095279808e-10	1.647977412866375e-08	0.15751583414916942	0.008050223359964906	0.20928575	0.010645896
CDC20	0.12134538246051263	1.4666014128005767	3.2989300180474856e-10	2.490032377622242e-08	0.038528747356402604	0.007559334995234451	0.0802147	0.015738113
CENPE	0.11496432460115025	1.7571359644015754	2.447530178528723e-09	1.7763420949552693e-07	0.11787914480376921	0.027831110646422744	0.20799445	0.049107216
HMMR	0.11461774064383101	1.5361335033013754	2.7209559050334065e-09	1.9016458491844585e-07	0.04840429395307777	0.010138286554795253	0.079815626	0.016717393
NCAPG	0.11175842299594296	2.491894032491243	6.443824807078613e-09	4.3426776467704797e-07	0.19336689219660866	0.02615308831762475	0.2733639	0.036882088
KIF20A	0.10893544076293571	2.2761567648689933	1.4791894820120888e-08	9.624932939851074e-07	0.07082498798089316	0.006686074859318954	0.1028501	0.009708766
CENPA	0.10792363921011561	0.5024257915305547	1.9826508879106086e-08	1.247087408495773e-06	0.01702390933621408	0.00907668644023483	0.036325343	0.019367687
INCENP	0.10150624593587176	2.604538137069334	1.1970651669912513e-07	7.2866515164919075e-06	0.1910065413799658	0.023049590811815103	0.26484123	0.031794164
ATAD2	0.10132177382955687	0.8371501238425334	1.258635681233855e-07	7.422017282775888e-06	0.43190172558898493	0.23735369329438263	0.67413056	0.36456716
KIF11	0.10095282961692575	2.4693981996770824	1.3910837304287327e-07	7.954469694906118e-06	0.13203727861875142	0.015647167812292858	0.18610537	0.02266965
KIF22	0.09931494091539939	2.0015719189788572	2.1600752586614647e-07	1.1988417685571129e-05	0.12124470250286576	0.022775444982520265	0.17955536	0.037103288
CCNE2	0.09764910189473497	1.7425307032553057	3.3562177859103315e-07	1.80948084628937e-05	0.3526830568050415	0.09838601709778458	0.5430899	0.1553523
BUB1	0.09499941164038694	2.9810941002460134	6.668752963179259e-07	3.495538011533128e-05	0.1363140130011051	0.008530501710590777	0.16439445	0.010266045
NEIL3	0.0948792252680909	2.914162757468243	6.87684892808349e-07	3.50719295332258e-05	0.1453295748240271	0.010606477120931174	0.20548105	0.017395498
DIAPH3	0.09413295174708736	1.8542093456810058	8.315736135244833e-07	4.129419496633421e-05	0.19471297506013033	0.046620374632218006	0.2770975	0.06570311
CKAP2L	0.09288357248158807	2.4266915416703245	1.1394218661919808e-06	5.5130488756519695e-05	0.09080501751464438	0.008748874634690052	0.122309044	0.011516511
RACGAP1	0.09224071514139653	2.0740073319628034	1.3378450622880678e-06	6.31128408134396e-05	0.1104524432214932	0.018607321408181447	0.16603561	0.027971117
CKS2	0.09141338569489255	1.2287160437847604	1.642384484634718e-06	7.558974445135885e-05	0.16540957270112464	0.06484674278811282	0.32860428	0.12882519
TACC3	0.0876792230579655	1.9786792491038796	4.057589924721938e-06	0.00018230171876072138	0.10158730506855208	0.01831215865576076	0.124094464	0.022369307
TMSB10	0.0865276699094486	0.019671926529694832	5.325464203620456e-06	0.00023370118493562327	0.7078117977273469	0.7176665844841721	1.9101616	1.9462979
KIF15	0.08629847729251172	1.8782649760430468	5.619398344425264e-06	0.00024099556081660163	0.15399473516115467	0.03460831390787797	0.20432532	0.047568217
KIF23	0.08285779300654117	1.8949486870727816	1.2392260829940938e-05	0.0005196488041355233	0.050408444587675884	0.006242813527123126	0.067468695	0.008355633
MIS18BP1	0.08188791693242936	1.6239948089158542	1.5405046039473902e-05	0.000631941779923636	0.08787642563809699	0.021754622238810306	0.12662333	0.031165238
ASF1B	0.08108434525719	1.4409944094851448	1.8416327873582716e-05	0.0007393959722861827	0.24843913038577978	0.08518658154332942	0.3595579	0.12338101
CDCA2	0.08058822709248048	2.411258655233238	2.0546083591810316e-05	0.000807717911203043	0.12331848362486462	0.015062776588305602	0.17225839	0.023063926
LIG1	0.07881617685908837	0.4073463034502773	3.022218394255205e-05	0.0011638624714203208	0.5751596236487947	0.4312156372093095	1.0249366	0.77175784
AURKA	0.0786205246251157	1.9157560385186936	3.1522718843213227e-05	0.001189667409142867	0.03291296293052144	0.0013733517104744135	0.04317545	0.0017788727
GMNN	0.07832285372628911	0.8842547137654124	3.3603442357588165e-05	0.001243327367230762	0.5805701877649785	0.309951630094531	0.9354002	0.49077857
TUBB5	0.0781509592635865	0.08508774488371723	3.48634999409736e-05	0.0012651427767041766	0.8301764708130407	0.7820572096463697	2.6827652	2.5261025
KIF4	0.0774438161893769	2.689590934163886	4.0532785712033004e-05	0.0014431201252567223	0.09131258612117776	0.005704201321873288	0.11712035	0.007259354
KIF18A	0.07662207680669986	0.7356249577159599	4.821401297749883e-05	0.0016848118979359314	0.1289081424369544	0.0734223703912393	0.18388703	0.104616925
KIF20B	0.07555157958368874	0.9165789663638948	6.0293624091767306e-05	0.0020686194302029985	0.12465234832595541	0.06133393301225888	0.19602619	0.0986774
MNS1	0.07350282119082208	1.6986482955728928	9.176703372304473e-05	0.003092221297060454	0.1926824440013224	0.05244131540437972	0.21800831	0.057918284
EXO1	0.07204381453178199	0.7331963239813589	0.00012298781158071037	0.004071543867592991	0.24588324234092904	0.1439315912517523	0.31388262	0.18596062
KPNA2	0.07117735463848385	0.7867090793565773	0.0001459871194862128	0.004749615421904889	0.10275500494435894	0.05536011348593022	0.16447645	0.088387854
NUF2	0.06975188836241308	2.1663459402993537	0.0001927806132901999	0.00616571215726453	0.1428620580793686	0.024053722560081144	0.1733515	0.02857949
HJURP	0.0693438137029847	1.149141336118611	0.00020856103610056298	0.006559244585362706	0.18818623168600285	0.07936088652311672	0.26921824	0.11474861
MCM3	0.06903077012863212	0.14604934565403369	0.00022147556578944183	0.006851219551552078	0.46388860192017123	0.5143744189767961	0.7849261	0.87520754
CDK6	0.06866462094791559	0.2396303710305325	0.0002375269854804074	0.007229248735508529	0.1655787107477463	0.19730404928562767	0.25021446	0.3090086
CCNB2	0.06840188794801316	0.6681669871516175	0.00024970649716749005	0.007479304129445297	0.036572754239631584	0.01930850168660205	0.06253072	0.033012953
BUB1B	0.0679546828417944	1.718488373130207	0.000271785609602615	0.008013428833127102	0.039202261030807525	0.004950940502030844	0.053383805	0.006741959
MAD2L1	0.0670630676612689	1.4909924333006934	0.0003213345169645887	0.009328588207879674	0.23605879534951046	0.07753977937493002	0.32361898	0.106828794
CCDC34	0.06647331592744288	0.6438926585979645	0.00035859338567689747	0.010252510890489478	0.3872090797194392	0.24420738501833975	0.6244819	0.39477974
CENPM	0.06622455808710936	1.1671356293570776	0.0003754815691021651	0.010575130162623667	0.26930100810434715	0.11437401943660198	0.36152464	0.15371601
CEP55	0.06594505489572189	2.83511921448803	0.00039533671525116	0.010811599734477375	0.07815818262002204	0.0023539745913138043	0.09372322	0.002819825
SKA1	0.0659674151510331	2.1925928959773047	0.0003937131369549096	0.010811599734477375	0.07936246906382019	0.009548747168846523	0.09839813	0.012923262
RAD50	0.06573263247026684	0.042306994079536794	0.0004110736240894308	0.010978648202174167	0.1800567124526322	0.17456423139755048	0.24325012	0.23517667
RAD51AP1	0.06570607966708641	0.8807471667127522	0.0004130810929275919	0.010978648202174167	0.24818553960020848	0.13021697675275407	0.32757983	0.17073187
EWSR1	0.06497797385352322	0.07659074413195718	0.0004718022893426266	0.01236515166652134	0.3985497399322539	0.42082515184519964	0.7298501	0.77794987
MELK	0.06379008529012875	1.7555673385214938	0.0005844346208254692	0.015107234650652881	0.1676023917259131	0.042598139395729734	0.20682496	0.05952841
MLF1	0.06311368756697344	1.5353203532957633	0.0006591937454082375	0.01676688160889201	0.10233683671258847	0.02875651436856284	0.12488991	0.035486814
HMGN2	0.06305219686486829	0.20948257053795966	0.0006664102388271864	0.01676688160889201	0.37778825432761565	0.32537764695608307	0.6849129	0.58689404
CKAP2	0.0620767307269271	0.7585374257379871	0.0007910832311945892	0.01961500675148946	0.05806447646051632	0.030232589898302804	0.08166084	0.04559273
CEP89	0.062009649960995006	0.5607187318095348	0.0008004003814863214	0.01961500675148946	0.05553752618043152	0.03443210480480293	0.07039093	0.04592277
NUP37	0.06127176153573366	0.6260165432528371	0.0009097698537194887	0.022009432230367634	0.19605646587246203	0.12351697662246242	0.26635933	0.16581069
TIPIN	0.06118232051449013	0.3044678167246556	0.0009239214150591479	0.022068857091349522	0.5740636513921297	0.46294020322868934	1.0806475	0.87644553
TUBA1C	0.060925177578414313	0.3925368910238107	0.0009657413290409256	0.022779423598752832	0.011510243341039726	0.0063862639010011	0.017444609	0.009678845
TSC22D1	0.06078822101463521	0.3332434519631702	0.0009887177452738705	0.023033461547306094	0.25886180968352984	0.3287235500536361	0.44208664	0.56459016
NCAPD2	0.06048915259985099	0.7915079940829653	0.0010406449196155299	0.023947523942859813	0.13349188728012168	0.07290098670966907	0.17469455	0.09618271
SHCBP1	0.059471760983201505	1.7507986134437472	0.0012365887617975524	0.028113771006168447	0.15488597569160395	0.03899376553125741	0.20608199	0.05326601
ARL6IP1	0.05929567397262847	0.269979299144065	0.0012737455754281424	0.028476864317372577	0.28006686139915743	0.23056156948200263	0.7084892	0.5832549
KDM6B	0.05925374849391973	0.7482946320272184	0.0012827416359176835	0.028476864317372577	0.04229858061903141	0.07785146985452769	0.05787242	0.10743587
BRD8	0.058823313579184355	0.10989786879293761	0.0013785197079334566	0.03024728707988875	0.16337371035711615	0.1770965582843738	0.23848622	0.25730962
MTX1	0.05833977305808602	0.4425706237262926	0.0014938750286310754	0.03240163424168781	0.14634081428451862	0.10503906325520648	0.17285095	0.12967007
ALDH1A3	0.058253127068755184	1.1933401695569388	0.0015154529336447453	0.032496132793041296	0.14942365107134853	0.059714250869618936	0.21893808	0.0831925
RANGAP1	0.05788697788803909	0.6504439485519025	0.001609811461624977	0.0340797666942979	0.10558047446201853	0.06363449859926897	0.14632413	0.09597762
IDH1	0.05782828221784564	0.6251870232172676	0.0016254260744498206	0.0340797666942979	0.14681127155431278	0.23186739289136588	0.215246	0.35228413
BRCA1	0.05745933800521619	0.846477585238452	0.0017267757611857393	0.03580687759733506	0.2120448085700978	0.1134882056003633	0.26593208	0.14666697
IBTK	0.05729163609038468	0.317239114699684	0.001774717971052553	0.03640100881930617	0.07250589594427011	0.09279771803747378	0.0820557	0.110391684
NAP1L1	0.057157474558518606	0.41067482681629625	0.0018139401851207104	0.03680543149809441	0.6204532472636394	0.46427195527826715	1.1280136	0.8379641
SGO1	0.05663759862253881	1.2867998990510374	0.0019734839242937507	0.0396166400547054	0.1542617222515266	0.057324169382845284	0.2274568	0.08319862
SASS6	0.05648946193110427	1.3368591625051405	0.002021222526496169	0.04014786218419233	0.16263874619636481	0.05834449917309411	0.19534029	0.06890534
KCNK1	0.055351883942159175	0.5475939384654825	0.0024241982426453923	0.04765064670699849	0.22580572636496785	0.15132889028411703	0.30840725	0.20821169
RANBP1	0.05520654228263977	0.1696980405469716	0.00248061138278155	0.04825684205472974	0.688417857523716	0.6109135461169335	1.4776225	1.3063194
HSPA9	0.05513666648479154	0.07756277313353238	0.0025081534185233956	0.04829475000769028	0.32216484575009396	0.34051159475718507	0.48594606	0.52331823
ASPM	0.054840393101922014	1.9074082799100884	0.002628028964637985	0.05009182481082705	0.039223946878611575	0.0031216765196816322	0.052434437	0.0041730464
KIF2C	0.053971138176707734	1.7524350248873024	0.0030101901056425184	0.05680228729347432	0.04830736996496139	0.007305651132908796	0.07044608	0.010653745
FGF15	0.05388728721929337	0.02068446260021753	0.0030495821623683916	0.05697585683553619	0.6913682266962285	0.6813841895397345	2.4204266	2.394324
NOL7	0.05379225613422123	0.4540244925718687	0.0030947873065598763	0.05725356517135771	0.11070721545541692	0.07811670327474761	0.12459054	0.09266321
TM2D3	0.053364616251399655	0.2157683746332225	0.0033057669311036264	0.05998059806723599	0.1365758462079	0.1602217938769042	0.19602895	0.2316738
TMA7	0.05337300134713985	0.028627604513065105	0.003301508754619209	0.05998059806723599	0.31443036444003747	0.3209323795327822	0.48196766	0.50062686
MEAF6	0.053199709368479176	0.609475430829368	0.0033905208021749456	0.06093250241622974	0.23348319319638453	0.14958740116962496	0.31089562	0.19836941
SET	0.05277486451757285	0.040870183456774276	0.0036179360337682542	0.06440608769547826	0.41306029183023146	0.42521656387802076	0.7852614	0.81124055
SYT11	0.05256663463998812	0.3455958167726214	0.003734322102945997	0.06585668979681399	0.23346086014969303	0.299359786451361	0.34678435	0.44778723
MCM5	0.05226057864542133	0.11644343724017914	0.003911483900387425	0.06798326848333332	0.36675397600593196	0.3375400640767206	0.57069707	0.5189866
NNAT	0.05217393265609216	0.252254949108275	0.003962988623829711	0.06798326848333332	0.32703527397965776	0.39143169813649076	0.566263	0.68240297
DDR1	0.052204678007143235	0.29097100771117174	0.003944643638248646	0.06798326848333332	0.1716435892716625	0.1384667062507018	0.23161799	0.18554339
ECT2	0.052106851890158734	1.8567277513376903	0.0040032795177138425	0.06805575180113532	0.08424174119929066	0.016020315285325902	0.108209595	0.020413766
ANO1	0.051866479145564526	0.01945873980330509	0.004150684260266657	0.06993161784931412	0.0917958429389935	0.09317814303757271	0.12573682	0.13177244
BRIP1	0.05091896332676393	1.1114116735592143	0.004780153183079339	0.07982432793336913	0.147078827381777	0.0627025090708934	0.1788109	0.07762003
CDC25C	0.05070654090131044	2.100290979151589	0.004932450148493639	0.08164503008953944	0.03287958607217768	0.0	0.039271824	0.0
E2F7	0.050572379369444476	2.430986016598885	0.005030851047918228	0.0825497037167104	0.10763418431836606	0.011813925992007637	0.11606688	0.012707167
CIT	0.05046337312480331	1.3205974312233304	0.00511208503985916	0.0831595212949503	0.08837526985569459	0.02938641909091218	0.12549433	0.0429719
UBXN7	0.050334801656766515	0.6956470547996211	0.005209398774783547	0.08401825203432951	0.08944384071981522	0.05139984282197268	0.09399768	0.05283982
RRM1	0.04975063998676654	0.6984055494946417	0.005672607296364651	0.0907136437986449	0.4820040898178316	0.29319895026513626	0.75094694	0.45701933
PRRC2B	0.049568962912365566	0.2945382884444155	0.005823940933235683	0.09235106336988012	0.08715771391926838	0.06921591222904336	0.09574372	0.07745275
GPATCH1	0.04921678889121883	0.17184221450941956	0.006127529123016062	0.09635539545942759	0.0594987491562174	0.06829006421544753	0.06338862	0.07115194
NUDCD2	0.04907284474765372	0.47263993837387214	0.006255597686998682	0.09755630442451664	0.2949042738151418	0.209727651183967	0.42244393	0.30014226
TRIM37	0.04887579499772676	0.26204278453652546	0.0064347560871877985	0.09871857509368598	0.1686921910852045	0.139012546256307	0.23013173	0.18919832
GINM1	0.048914925444520474	0.22624402332972396	0.006398821467035409	0.09871857509368598	0.07968881258939178	0.09491667334178853	0.10229807	0.12358831
CLSPN	0.048347533966004996	0.9546043190556055	0.0069376433759366085	0.10557526653542242	0.38563362477369934	0.1941402588001971	0.5203854	0.2627686
KNSTRN	0.04823852772136372	0.860390311843274	0.007045631135188302	0.1063608476168026	0.026415350187447156	0.010057703117596468	0.036351282	0.013667612
MAP7	0.04802331026399553	0.23410661769033345	0.007263201531063634	0.10800371967159621	0.18965922579960612	0.15975253504261405	0.24687934	0.20777236
AFG3L1	0.0480177202001687	0.09119578658796619	0.007268930788708383	0.10800371967159621	0.16305528018799936	0.152454665248844	0.23069336	0.21603513
ENO1	0.047905918923613955	0.06918248290343905	0.007384355728056624	0.10886155670970976	0.7943107728592337	0.7566513117777023	2.2172906	2.1112714
HSPA14	0.04782765803002409	0.3536066447968946	0.007466111382012031	0.10921358277408295	0.2347117467237605	0.1815175644960472	0.27706805	0.22659706
SKP2	0.04760964554074176	0.8289505905868463	0.007698078943302544	0.11174057666163	0.2942501959810195	0.16127417093412902	0.39313158	0.21094432
ZBTB16	0.04733014234935751	0.5753434926456639	0.008004738440966275	0.11530489647407147	0.026171697944271717	0.04389699408995082	0.029594906	0.051700346
DPYSL2	0.04726026655150939	0.31025297754804	0.008083061568590177	0.1155510392418914	0.2846919289119402	0.35539592018570504	0.5276168	0.670217
CDCA7	0.04696678820055333	0.25108578759910205	0.008419420978997172	0.1185630402042363	0.33068616605345724	0.3954514449146141	0.5066609	0.6070411
ATF6B	0.0469751732962963	0.34739109029320997	0.008409642778261173	0.1185630402042363	0.15247485147521028	0.11770591415556558	0.20997672	0.15815687
USP1	0.04690529749844785	0.7577466759596867	0.008491433227771683	0.11869136667263086	0.22104862684017001	0.12664662612253513	0.27898043	0.16012636
CXXC5	0.046575483732612555	0.09139482583406265	0.00888697854588305	0.12175374920534136	0.1834926488250041	0.19614701659228986	0.2339029	0.25221255
MYCBP2	0.04656150857304375	0.5506384393891944	0.008904089767004297	0.12175374920534136	0.0741432206112163	0.04744608596025193	0.08698926	0.054386433
PRDX4	0.04662299927514679	0.004620099146905587	0.008829015741150359	0.12175374920534136	0.47451958616775786	0.4729704382571655	0.8616329	0.8644978
MCM6	0.04630995570079577	0.056183770156197674	0.009217065985451578	0.1242328822467652	0.3841912679522953	0.3998453383671707	0.6179602	0.64664036
THUMPD3	0.04634349608376087	0.015712067448846075	0.009174787101545956	0.1242328822467652	0.11079921070069489	0.10949075164585978	0.13734917	0.13961048
PLXDC2	0.04620933455189635	0.4184052344892075	0.009344927430002925	0.12506296496748595	0.05928802690001081	0.041844855489287895	0.06861191	0.04821395
SNRPN	0.046041632637062846	0.15296543703593524	0.009561479733219524	0.12705994546891014	0.18684464926430353	0.20886221939235694	0.2356892	0.26469448
CHD9	0.04536802994582201	0.09178690542641306	0.010476100592679227	0.1362629459521786	0.14862603504792127	0.15904607076458357	0.22022681	0.24104023
PCYT1A	0.045270203828836175	0.048267099003104934	0.01061507846050358	0.1362629459521786	0.07324627358317308	0.07607849131224811	0.07824354	0.08179331
HELLS	0.04532051440328422	0.042215622674037355	0.01054340482901428	0.1362629459521786	0.3993355015128658	0.3875312220503378	0.62736225	0.618798
MCM7	0.04541275045644433	0.13450735609519981	0.010413097763273593	0.1362629459521786	0.4450988934304032	0.4045863801532191	0.7618323	0.69339794
USP10	0.04528138395649006	0.20216779577713798	0.01059911441327499	0.1362629459521786	0.09905247826919342	0.08479315298314027	0.12043148	0.102425046
PA2G4	0.04503262611615755	0.25121545911777304	0.010959300490470447	0.1394707471248055	0.3819875487768557	0.3193433385270295	0.597062	0.49977052
RAD21	0.04499629070127631	0.30677845299469975	0.011012793493161643	0.1394707471248055	0.18557947554763587	0.14811525064915065	0.27482444	0.21828827
CENPJ	0.044856539105582516	0.8659278563114486	0.011220658174232456	0.1411558798318443	0.07462125472947645	0.03643112449212281	0.09240117	0.044785477
CENPH	0.044687439674792384	0.9162203240672272	0.011476727763449768	0.14154630908254712	0.20997865980511057	0.1065656934511383	0.28378594	0.14162068
TDP1	0.04472237757371855	0.9567849388186308	0.01142340865495417	0.14154630908254712	0.10612148989467467	0.04982622960674047	0.12741041	0.058376286
TAF11	0.04472237757371811	0.3863876310728961	0.011423408654954947	0.14154630908254712	0.08624916579121651	0.11580886403448956	0.10443689	0.14166652
SS18	0.04446243960572682	0.6139254540966352	0.011825309151114904	0.1448984309620378	0.2145308576609221	0.13671214221779368	0.2613858	0.16787356
FOXN4	0.04435343336108666	0.8335370178889708	0.011997465421587972	0.14505525157051138	0.10578506659218835	0.05497299775064042	0.12383477	0.06421202
PDZD11	0.044384178712137956	0.14039448857366937	0.011948689833072845	0.14505525157051138	0.17295862171552487	0.1559930587145013	0.20875302	0.1886068
KIFC1	0.04430871285046434	1.2965766048959528	0.012068719923990612	0.14505525157051138	0.04885986361339208	0.013961323451721032	0.061744064	0.020388404
UCHL1	0.04421647679730667	0.3307085904349774	0.012216841878720075	0.1459062064882581	0.10936368546096728	0.0849115386592889	0.15142894	0.11894008
PDCD11	0.04409209787714041	0.171220515033083	0.012419075081833153	0.14738864578251043	0.0976829911527237	0.11125219841658648	0.12920484	0.14938635
KDR	0.04393697360591964	0.24886639227607704	0.012675356281507844	0.14910835446697998	0.20208033127045444	0.16847777538917533	0.28292057	0.23439215
LBR	0.04390902328678059	0.5755674362879111	0.012722016464856267	0.14910835446697998	0.2595363054396885	0.17086486489927977	0.38120642	0.24988714
FEN1	0.043635110159222945	0.5793277490232134	0.013187206268399754	0.15251156761040374	0.381657324361642	0.2521266775671832	0.55265844	0.36486655
CEP295	0.043595979712428456	1.2570876447832118	0.01325484742347971	0.15251156761040374	0.1574818970501893	0.06007236623598112	0.21213947	0.08097667
CMC2	0.043612749903911396	0.7156531385382393	0.013225821742938959	0.15251156761040374	0.16687802261434648	0.09770622716119207	0.20860812	0.1205382
ASNS	0.04342548276568092	0.034597124677061414	0.013553079042302851	0.15499794032015443	0.13788445375476596	0.13438023661527757	0.24239957	0.23734897
DBN1	0.0433556069678348	0.18538170874218177	0.013676968203339412	0.15547252409458717	0.2203283291686931	0.19255450288276257	0.30895796	0.27045763
PCNA	0.043017408106258315	0.5977317492874547	0.014290494321170355	0.15712044450773108	0.6679936357730699	0.43801280938398285	1.3228606	0.85401726
PSIP1	0.04301461307434218	0.5593400111179573	0.014295661968534601	0.15712044450773108	0.2910254338496924	0.19427963343180302	0.42499626	0.28230098
EED	0.043011818042429595	0.2891273675882427	0.014300831225250943	0.15712044450773108	0.1273711915627084	0.10242416098522648	0.15787049	0.12488306
TBCE	0.043000637914774376	0.41939043892545896	0.014321524353645865	0.15712044450773108	0.02384042523881569	0.03525691160404993	0.03439615	0.05191259
IARS	0.043104054095587374	0.16987510397865027	0.014131093333942135	0.15712044450773108	0.10555022861296107	0.09271486678698371	0.1437316	0.12856975
FSTL1	0.04318790505300352	0.42583457147844733	0.01397829541824136	0.15712044450773108	0.18502530043292092	0.2519871164147667	0.2759313	0.37218702
RAD54L	0.04276445771805193	0.7227623083918086	0.014764731641235818	0.16104652373995368	0.237749720500163	0.14012051258758748	0.28910112	0.16738929
EGFEM1	0.04268200427659341	0.6642140730193882	0.014922214679589096	0.16182884540450934	0.0758605943589482	0.1260636916676604	0.098877855	0.17226388
APLP2	0.04230467496822132	0.24420968088392256	0.015661456579787347	0.16791573048897002	0.29559275676468566	0.24800529386175055	0.45816806	0.39097074
MCM10	0.04234101038310123	1.268756670178135	0.015588928757853449	0.16791573048897002	0.13394445596809001	0.04973943732255707	0.15521058	0.055417445
TAB2	0.04220964388314985	0.18122599057036282	0.015852514878566648	0.1690039298070919	0.07675869865497348	0.08837109106344597	0.08375124	0.100832716
ETV5	0.04216212834061439	0.3912800056607294	0.015948791218576286	0.16907510690704186	0.05335652521912336	0.07309566520191361	0.07027133	0.1006224
PLK4	0.04206150719171331	0.6306524748020708	0.01615432630569691	0.17029728345726294	0.18931737951529487	0.11873595437770097	0.25522643	0.16730735
TYW5	0.041932935723677844	1.0075610808390725	0.016420253703999355	0.17137010725330373	0.06824144250547194	0.02891622816318306	0.076553434	0.03171697
DYRK1A	0.041924550627933876	0.29456212272179927	0.016437726238923145	0.17137010725330373	0.03201547075474948	0.024256043335598925	0.046121363	0.0367421
NREP	0.041826724510949154	0.030432837846498657	0.016642751430668623	0.1716113221293535	0.06651357468520858	0.06814472902578293	0.07534599	0.07632155
GAS2L3	0.041865854957745086	0.9215732057487442	0.016560480250374376	0.1716113221293535	0.04946215767051901	0.021392036165158276	0.069034256	0.029856829
ZCRB1	0.04165902259611798	0.0673033588622803	0.01699931498847318	0.1724482835857572	0.12524497859238945	0.11908055369727208	0.14827767	0.14878152
SRGAP2	0.04174007852161943	0.739816069662961	0.01682616869208664	0.1724482835857572	0.0783677112050437	0.04291597204126969	0.08314353	0.044181842
SLC3A2	0.041617097117408575	0.09335189940568217	0.017089469544534497	0.1724482835857572	0.2674235070204031	0.25004082526471716	0.459792	0.4312266
RIF1	0.041659022596117756	0.39978577437522717	0.016999314988473735	0.1724482835857572	0.2737522245676123	0.2050759080070925	0.3794999	0.28828356
AHI1	0.04153045112808018	0.24011912409474098	0.0172770845218706	0.17249660578185091	0.16630648662598166	0.19823386013814967	0.23892824	0.2851088
CHD1	0.041572376606787476	0.38869570898697414	0.017186084507056942	0.17249660578185091	0.059151814802156394	0.042819527820084545	0.06406512	0.04518898
6330403K07RIK	0.041278898255829644	0.02789260041480793	0.017831772368857468	0.17709765505281075	0.1959909647882399	0.2000122757397245	0.2698557	0.278199
BSDC1	0.04115312181970665	1.0509079763772509	0.01811476648981769	0.17896630558264912	0.02045641359981616	0.05310061399978013	0.027967269	0.075809516
TAF3	0.04110560627717086	0.2672558023674144	0.018222667201959974	0.17909465109426287	0.1507911478903823	0.1236011272941392	0.1973842	0.16336147
