	stat	logfc	pval	qval	initial_mean	final_mean	initial_mean_ori	final_mean_ori
FAM173A	0.238581390891755	0.2798926244029429	0.0	0.0	0.7321493859639381	0.8910469230960838	0.14093563	0.17337881
D430036J16RIK	0.22503991761931108	1.0005472979797825	0.0	0.0	0.3375908699471058	0.6854455127135824	0.003044059	0.0063454243
CEP85	0.2691820350211691	0.3107447972113764	0.0	0.0	0.6505450361041515	0.809305628132766	0.050227858	0.06300533
NTM	0.2761735420918078	0.48614562084370316	0.0	0.0	0.5583190433661575	0.7860431743650119	0.026535768	0.037315983
SKA2	0.3217453475478661	0.37333943401053477	0.0	0.0	0.6905170195301565	0.8974131307068591	0.080667146	0.106293045
ZFP780B	0.1725776807131889	0.38508469707565285	0.0	0.0	0.5638683369436466	0.7394355805255483	0.03237329	0.04294999
OAT	0.250908626774912	0.12057283044393753	0.0	0.0	0.779521122423723	0.8483408700143333	0.20278826	0.22063798
EYA3	0.2636375052556188	0.44175697644342266	0.0	0.0	0.6389826028391662	0.8714854651706485	0.03513117	0.048974857
MYSM1	0.17764609110813023	0.07837816314183783	0.0	0.0	0.8342394894484372	0.7895976045540939	0.15042578	0.14229456
TRAPPC6A	0.16116278529997063	0.2479716590625486	0.0	0.0	0.7984037020112743	0.6707401816525013	0.09767788	0.081913434
TJP1	0.17046174239297118	0.23373993803922388	0.0	0.0	0.6423556678059759	0.7570915036742238	0.06943147	0.08190429
CDC25B	0.176985109747258	0.29931131081033113	0.0	0.0	0.3183222426715317	0.3940191850034556	0.046137895	0.057109475
CROT	0.17861295921548448	0.10533419089653988	0.0	0.0	0.7878164151377308	0.8482458631275044	0.23387092	0.25194418
IQGAP2	0.2961373070979627	0.3670363824462149	0.0	0.0	0.6677186114436647	0.8640542180197195	0.09501599	0.12396604
NEIL3	0.40109768935435797	0.6680351623008751	0.0	0.0	0.5705792937008877	0.9124868089728418	0.13781068	0.22321674
SPON1	0.2512052039247594	0.32391335617201916	0.0	0.0	0.49734022384106075	0.625048555328176	0.0535509	0.067303166
WDR37	0.3778742355846243	0.5883812613217809	0.0	0.0	0.5651074213300818	0.8547078078147814	0.03341179	0.051630907
RANBP3	0.20661888576931686	0.19323883538260447	0.0	0.0	0.7742225960833785	0.8866233350594944	0.118926704	0.13687578
SUPT5	0.21241610458630822	0.10910777849619611	0.0	0.0	0.8173063116139625	0.8823003261131227	0.18008612	0.19501084
OLFM3	0.3466631479046266	1.9243569845278263	0.0	0.0	0.11212160653346336	0.022173872332634063	0.00022749104	4.4990054e-05
MAP3K1	0.22351447371403754	0.5068296155158061	0.0	0.0	0.5994769939276866	0.8560206221768631	0.0339038	0.04967018
LARS	0.17575757293420835	0.10099820862142912	0.0	0.0	0.7920342079347328	0.8501939471723877	0.20950124	0.2255474
ABLIM1	0.21416098898362101	0.6869499180698724	0.0	0.0	0.6724131372918974	0.4138916366786265	0.023094771	0.014131329
GTF2E1	0.22967210691492235	0.25385198273652076	0.0	0.0	0.5538329776529524	0.6623068476560631	0.06381894	0.076318525
ATM	0.265458196368365	0.3179413979785522	0.0	0.0	0.9188107135214525	0.7351047269029469	0.14646746	0.11534559
FAM222B	0.21178571190008333	0.25539291058015134	0.0	0.0	0.6781361242658037	0.8114011070683013	0.057943027	0.07013308
CHM	0.16965180748598552	0.20149425162436788	0.0	0.0	0.6909794946240707	0.7960484137685411	0.071666084	0.082761616
EBF1	0.18123427563858152	0.1449462369352354	0.0	0.0	0.7840749527301023	0.7081717741741532	0.07941161	0.07173291
SDAD1	0.1824179243532219	0.06810724498680727	0.0	0.0	0.8684642505792806	0.8279570684933109	0.19684416	0.18758838
SYNPR	0.2312613880542459	0.7937840633413306	0.0	0.0	0.4633471076665474	0.8106019429189715	0.00875019	0.015213018
4833439L19RIK	0.16116278529996897	0.09402902130800722	0.0	0.0	0.7775239761112326	0.8305612026083701	0.15226023	0.16302519
UNC80	0.22954842227395456	1.327714245822711	0.0	0.0	0.4820664137695102	0.1860387431124101	0.0040310686	0.0015526429
MAP3K3	0.23146353929539754	0.4201840166359197	0.0	0.0	0.5708395633011558	0.7672203852645386	0.01219725	0.017209992
AMN1	0.17217071834613362	0.0910757848939161	0.0	0.0	0.8651885982139779	0.8116466861313568	0.10315085	0.096619815
MAP4K5	0.18567628317442486	0.6116291607450212	0.0	0.0	0.34896863310280574	0.5384982230283742	0.013573334	0.020895794
3110035E14RIK	0.17312960679922973	0.40496257145044406	0.0	0.0	0.42740177996188683	0.5691438210258271	0.002092581	0.0027703512
INPP1	0.20005960997087957	0.21835197492177968	0.0	0.0	0.6093306594710152	0.7105316693512936	0.048486102	0.0565479
CEP295	0.29336570718637545	0.23812842129035056	0.0	0.0	0.7589629152366411	0.8969622128057819	0.16327243	0.19324432
XRCC1	0.22213399352774965	0.14318646541691304	0.0	0.0	0.8324151487122261	0.9203140694830239	0.16543187	0.18390135
ALDH7A1	0.20216756863684193	0.15999386854619582	0.0	0.0	0.8334750550894692	0.7449345294722972	0.161443	0.14436978
ZFP608	0.23944186360902942	0.16821323216157755	0.0	0.0	0.8241685266202893	0.9273267866233663	0.3310956	0.37487683
SERPINI1	0.21938234275180246	0.47097871447915385	0.0	0.0	0.5659058127837812	0.7882339268413764	0.015088922	0.022145944
CYFIP2	0.18566298375066626	0.3795832546697736	0.0	0.0	0.648185431919003	0.8462768663241356	0.02481354	0.033420864
NPC2	0.17670183202116885	0.10741577575719917	0.0	0.0	0.8747124241175696	0.8112336866791714	0.58130085	0.5391839
MECR	0.17122512931679634	0.22761883456532359	0.0	0.0	0.7276102440775132	0.8536684130582753	0.060925484	0.07276801
CELF4	0.2478963072932694	0.19093026925622017	0.0	0.0	0.811323929500047	0.7095131542361642	0.090775095	0.07940591
PROM1	0.16782047683423285	0.11733681839023286	0.0	0.0	0.8256154306187832	0.7603437248736169	0.116586395	0.107078515
CARS	0.27435152103668614	0.3762297651330315	0.0	0.0	0.663134857358879	0.8636923338551744	0.11066819	0.14665249
CEP192	0.3790499046450092	0.43472969366085057	0.0	0.0	0.6273535414538027	0.8514837326569543	0.07165751	0.098765075
RBM6	0.2883092662728196	0.1785692229607152	0.0	0.0	0.7711091252543694	0.8740287798920432	0.24152792	0.27539176
SUCLG2	0.17221726632929235	0.052196189072913235	0.0	0.0	0.9148926770293644	0.8820284838665917	0.26526284	0.25598302
CEP135	0.3454502404577141	0.42389222638121804	0.0	0.0	0.6661326334397798	0.8970603280031052	0.07788879	0.107103385
AIDA	0.21262623548171522	0.17046500431153283	0.0	0.0	0.8248023389124082	0.9295042232800166	0.18919614	0.21505727
RAB39	0.2748888177565909	0.5425759577653135	0.0	0.0	0.41831355723694325	0.28405609320547415	0.0048062834	0.0032623932
KSR2	0.20846484578720847	0.33553189148983575	0.0	0.0	0.3691354728794361	0.2904617941227227	0.0013365293	0.0011378675
NUBPL	0.1628026042495796	0.17196186261499408	0.0	0.0	0.8572744590730668	0.7598229922614694	0.07395429	0.064650305
ZFP91	0.3231111983680205	0.23025311699173445	0.0	0.0	0.7045473291333183	0.8281931263334184	0.07665249	0.090170436
RNF220	0.17425606799170423	0.16483832869824092	0.0	0.0	0.6202301664780167	0.6965135062476089	0.0371289	0.041668497
PCF11	0.35854352314944515	0.32359644702896107	0.0	0.0	0.6603582326723257	0.8289173655543232	0.093688734	0.11877237
DDX39B	0.16469511225062905	0.04272145282155893	0.0	0.0	0.9371023916941287	0.9655676084141632	0.936562	0.9664937
MAPRE3	0.26110795485646576	0.48654549005832787	0.0	0.0	0.6112551690144916	0.43340973978312247	0.012147344	0.008661255
ELAVL2	0.30528598070247526	0.6183830645303535	0.0	0.0	0.5597195490530653	0.36111565139479757	0.029152079	0.018767055
ARFGAP2	0.19314523955804885	0.1323527054350947	0.0	0.0	0.8593313135416305	0.7831278298078227	0.17056008	0.15544832
ZFP326	0.22005263370930694	0.07915809871040744	0.0	0.0	0.7448147419443889	0.7873873391618769	0.15306728	0.16191901
PFKP	0.298952795107957	0.48303436339516487	0.0	0.0	0.5785778649165243	0.8126436648251395	0.03155023	0.045016825
LDHA	0.21714138984824038	0.06495604744438857	0.0	0.0	0.9753801216057635	0.931998211393117	1.992041	1.8978773
TK1	0.29182164408783906	0.28708389958716646	0.0	0.0	0.9125326408304572	0.7460680328853915	0.3006285	0.24296159
ANO5	0.197353177235717	1.5792195339367243	0.0	0.0	0.21890759912561805	0.6739945790958639	0.0005011673	0.0017924581
KDR	0.1794534827971157	0.12590071644454062	0.0	0.0	0.9010922735582355	0.8249538498689953	0.25826076	0.23395967
MCM10	0.2715559821623308	0.5130628265754944	0.0	0.0	0.8627666474227371	0.6015765729471194	0.10452622	0.07092157
LRRC49	0.23892052619763626	0.15550259422618226	0.0	0.0	0.7769421440042237	0.8665036913913208	0.12302517	0.13747524
PSIP1	0.19116628530255864	0.06843860434644292	0.0	0.0	0.8845766401990867	0.9280362593622671	0.41618973	0.437958
TASP1	0.17797059704787344	0.4070279954992671	0.0	0.0	0.5295593696020697	0.7054295501426024	0.016097698	0.021493666
PTCH1	0.22996469423764343	0.28090732020381715	0.0	0.0	0.6110871273136598	0.7445952333518462	0.10530568	0.12830423
CEP120	0.2020425540534978	0.204070097065057	0.0	0.0	0.690125617547596	0.7965052321332381	0.03396212	0.03978679
SLF2	0.17781366384750674	0.09199614364161422	0.0	0.0	0.9100912288864367	0.853251401144185	0.21921094	0.20494305
SRGAP2	0.3565047214870364	0.3998913631512705	0.0	0.0	0.6012853653437316	0.7965351398590368	0.09557393	0.12819786
GTF3C3	0.16287974090738688	0.19965462516616167	0.0	0.0	0.9033357999740607	0.7852953625628485	0.09077194	0.078552924
HDGFL2	0.20770544869051122	0.13878574383628228	0.0	0.0	0.7251728002258757	0.7994091369869516	0.18176286	0.20118402
POLR1C	0.3014983048156238	0.17903710395460434	0.0	0.0	0.7469285178884754	0.846939983006654	0.2507076	0.28483772
NKAIN4	0.20210107151804046	0.12861093656568098	0.0	0.0	0.679786052534846	0.744102114183422	0.10216162	0.111827366
HJURP	0.4961925590655759	0.43483925684455915	0.0	0.0	0.4986000094210502	0.6775052572290473	0.23185831	0.3150526
NEDD1	0.2886989393889865	0.2661628764248555	0.0	0.0	0.7633447183167862	0.9200282343558259	0.1512704	0.18414922
GARNL3	0.2038871841290113	0.933209494853646	0.0	0.0	0.5900117625220421	0.3042213673245062	0.010295875	0.0052690427
NCAPH	0.4709795115013452	0.4652965833886843	0.0	0.0	0.6019980823106644	0.8349252517087705	0.1757005	0.24626607
FBXO5	0.36109967239611984	0.635976552163128	0.0	0.0	0.5606901246634768	0.8768463363185366	0.30102247	0.47199166
SCMH1	0.20898751314097685	0.5480237013663976	0.0	0.0	0.513193896424943	0.7549521001648706	0.014699221	0.022835081
TDRD3	0.1905531818672217	0.38559270692628667	0.0	0.0	0.769413217978037	0.586613114725218	0.06484325	0.04927857
A630089N07RIK	0.22505720687019948	0.4094278147373159	0.0	0.0	0.6626814987709677	0.49647665220235365	0.010647049	0.0080697965
CCDC186	0.16119470391699386	0.11865880254873867	0.0	0.0	0.8335332942885428	0.905845229742591	0.08713625	0.09476456
LONRF2	0.16223737873978072	0.17033460766675498	0.0	0.0	0.6748092612396298	0.5985465418428996	0.03774285	0.033136055
RGS2	0.2650259650961655	0.1601954970422436	0.0	0.0	0.8103812987289588	0.9067256888382103	0.16580676	0.18650384
NOTCH1	0.2620202953264028	0.12203127018513622	0.0	0.0	0.8275324754578071	0.9014581415666864	0.26042452	0.2840857
CSTF3	0.1644424231991901	0.10351838768855595	0.0	0.0	0.7671678324381611	0.824981698101422	0.13078634	0.14113103
TYW1	0.23156727480072692	0.21492687695745408	0.0	0.0	0.7409093267237646	0.8615392197638434	0.07815557	0.09220264
TAF6L	0.19627592391115534	0.18520074800678285	0.0	0.0	0.8925388635316865	0.7838070130137772	0.14003886	0.12285451
RAB30	0.18868860265606868	0.4469019871685666	0.0	0.0	0.5784205619749431	0.7920819511154547	0.025740338	0.035845872
PACSIN1	0.22378711190111766	0.3847580315194747	0.0	0.0	0.7105794601799903	0.5418971736953999	0.037299953	0.028224636
CTNNAL1	0.2161692019713829	0.1675507373496401	0.0	0.0	0.9026209583792306	0.8025547630463563	0.13685228	0.120627515
6330403K07RIK	0.3250422746979753	0.32863432253468733	0.0	0.0	0.8057686213447126	0.6395883199944935	0.27911392	0.22159806
CCDC18	0.35831610300314953	0.3754025799448597	0.0	0.0	0.41853983340964745	0.5459025080805114	0.087932765	0.11469093
CACNG3	0.3077211051929336	1.6330147857654682	0.0	0.0	0.3032277988771614	0.09098895184672486	0.001090012	0.0003086317
NEK1	0.21444293676733417	0.13155134708836677	0.0	0.0	0.8289627365748572	0.7558465674241966	0.11234671	0.10229494
MTMR2	0.19442198423901014	0.5232612460536685	0.0	0.0	0.45821372873303734	0.6629169601197478	0.038210135	0.055589862
CIAO1	0.24401553544009646	0.2277608830699976	0.0	0.0	0.8093882260598938	0.6897241473004717	0.09743162	0.082967214
MED13L	0.2626573377245075	0.24253614966686113	0.0	0.0	0.6582537661715012	0.7805913732871419	0.062491283	0.074069835
UBR2	0.3193514512710641	0.37422661385257916	0.0	0.0	0.6656970586171441	0.8658010556670552	0.05149003	0.06804236
TMEM87A	0.3291291876194258	0.3409222379676821	0.0	0.0	0.6713203294577722	0.8529371530227612	0.041722234	0.05366439
KANSL1L	0.20783445310098247	0.3187419074902063	0.0	0.0	0.49314675410417047	0.6175459777975572	0.0105009405	0.01350312
RPA1	0.3157167187574531	0.39742597582954625	0.0	0.0	0.9136934369028161	0.6912788127685847	0.27657595	0.20659405
SMC4	0.47907753062881675	0.5692146783096069	0.0	0.0	0.5582523596001095	0.8331249473582751	0.7207192	1.075594
RIOK3	0.32381473788492554	0.4076573329061858	0.0	0.0	0.6722703835212458	0.8950521505798379	0.043823306	0.05943935
ANLN	0.4781678500436315	0.8111655724443134	0.0	0.0	0.404530340657974	0.7173467323103072	0.08782534	0.15630136
MELK	0.432671851303004	0.5948020721124847	0.0	0.0	0.5732277488923877	0.8708286738849202	0.18330377	0.27913442
SIX6	0.37316490963120397	0.17010143881804715	0.0	0.0	0.8455319120622896	0.9525911159444784	1.2209184	1.3768127
AURKB	0.45438183064884996	1.1338703619571464	0.0	0.0	0.34914639956376614	0.7781348054242692	0.24265859	0.54210323
STXBP4	0.19335803033820775	0.2528712441814353	0.0	0.0	0.6168303344528439	0.7369161239835954	0.066248454	0.07942559
CMC2	0.40966118831343024	0.4617326468119193	0.0	0.0	0.668630079687165	0.9246058221137554	0.2170163	0.30343306
ZCCHC6	0.20111292433267192	0.5706147379949337	0.0	0.0	0.550950228398514	0.8230987470193192	0.04960769	0.075756826
GM4792	0.1749276888915834	0.7483576859072237	0.0	0.0	0.26135579319060814	0.44584501384948527	0.0019440927	0.0032541917
BMPR1B	0.26284485959952275	0.2270017711644876	0.0	0.0	0.7508658988599006	0.6400904373947176	0.10367486	0.08800217
ALDH9A1	0.28566135100220047	0.25753215261138707	0.0	0.0	0.7757529479674408	0.6472961920769235	0.11593666	0.09656209
ZFP182	0.23355553865284684	0.307028074857979	0.0	0.0	0.7163133394920406	0.5770828048556541	0.027434677	0.021761384
IQGAP3	0.39936477443842955	1.116129844140383	0.0	0.0	0.3487270694710977	0.7675936615274327	0.025234394	0.056168508
CDK1	0.5255576867276848	0.8037858190473435	0.0	0.0	0.3963488322390908	0.6993534048192388	0.41493016	0.73214
CHRNA3	0.2814241545922618	0.4830342943544931	0.0	0.0	0.6036131177623689	0.4290225458036062	0.046198368	0.032774605
BUB3	0.47733131628912717	0.7077720864596427	0.0	0.0	0.4201299055487565	0.6925225463903174	0.39349753	0.6486229
NDC80	0.4790043837981367	0.9486295539278188	0.0	0.0	0.4000378004029279	0.781388701502519	0.16442332	0.3215507
RBM26	0.23166702047892762	0.21036974736763123	0.0	0.0	0.7002176188063253	0.8117108964379587	0.062449545	0.07276862
TCERG1L	0.2637718294355964	1.1957488742451818	0.0	0.0	0.3556574718448858	0.14963134533679798	0.00090532313	0.00036691336
FXN	0.20432872499784338	0.1874865986927109	0.0	0.0	0.9016833650414615	0.7905803763345453	0.16360204	0.14254454
CHP1	0.1994172478032714	0.335567690081053	0.0	0.0	0.8942690619447823	0.7066081319260699	0.07791085	0.060717586
NREP	0.2370306780813386	0.20188346044442454	0.0	0.0	0.7704722431976758	0.6685541096774501	0.087468006	0.07584408
SELENOW	0.37694061603667195	0.1412823783324119	0.0	0.0	0.8746576471550994	0.7921304484677385	1.1943028	1.0816159
RALGPS1	0.17526416431271297	1.0456040531433337	0.0	0.0	0.31965405393945245	0.6704819414834922	0.0037484127	0.008010201
TBC1D30	0.2859339891892809	0.8978228586702501	0.0	0.0	0.3348551079713851	0.6325519920997171	0.0028305997	0.005443384
BNIP3	0.22666244731803342	0.22960221710806877	0.0	0.0	0.8898479421401796	0.7574533274204927	0.25790167	0.21730475
USP3	0.28433406851095067	0.3463293921891777	0.0	0.0	0.7966626903182993	0.6245070253609492	0.1680766	0.13154016
GRIP1	0.23579383167165724	0.6495703808235015	0.0	0.0	0.466717838316134	0.7378277419762643	0.0079640625	0.012994912
CALM2	0.4930193165564375	0.1510894545296944	0.0	0.0	0.8074033739738805	0.8976509861576379	1.824565	2.028506
WDR3	0.20809645174905633	0.19667574202989024	0.0	0.0	0.7846099746422033	0.9006663938195343	0.10383597	0.12041849
ARID5B	0.18410828111311994	0.2014313410319672	0.0	0.0	0.7245392855232198	0.8346016080126818	0.15847285	0.18263234
KIF26B	0.3354158252307836	1.606057360857188	0.0	0.0	0.1871094245397763	0.5900381044057559	0.00031617284	0.0012933488
ASAP1	0.21737678964879203	0.17203183364171715	0.0	0.0	0.859797006347477	0.7620246487372314	0.07828052	0.069148816
KDM3A	0.31511159497637253	0.3295815579251412	0.0	0.0	0.6924830651236321	0.8727745294594909	0.12290703	0.15535955
TET3	0.18228227023087018	0.12777973534204126	0.0	0.0	0.6295813557141741	0.6888135677842732	0.093272604	0.10220554
ZRANB3	0.23260861968113444	0.5186550073507129	0.0	0.0	0.8712684670206357	0.6051450252139163	0.052639324	0.035863858
TBC1D31	0.3790685238382736	0.5782047132247818	0.0	0.0	0.5787459780671631	0.8689919862567467	0.05641618	0.08564851
UTRN	0.2518329367262333	0.34332693466956044	0.0	0.0	0.6664723822206552	0.8482262153972852	0.05000747	0.06488752
DCC	0.31219237146104906	1.077815610687567	0.0	0.0	0.3129207667726278	0.6716333073461273	0.0018369994	0.0041060513
NCAPG	0.43035243179925897	0.831522571560545	0.0	0.0	0.48442805316411985	0.8698656034175349	0.231156	0.4178788
A830036E02RIK	0.3430616639504157	1.568818658186346	0.0	0.0	0.1755115559164994	0.05253303308133434	0.001167338	0.0003494004
QSOX1	0.2568494793685093	0.30156196481037834	0.0	0.0	0.6262896919937405	0.5062685751352922	0.031947825	0.025511207
TTYH2	0.17507930232244806	1.7873332023139643	0.0	0.0	0.1394976238309465	0.5060302916477198	0.0010120218	0.0041482025
KIF18A	0.472006227015617	0.8740248330325998	0.0	0.0	0.3488591910964753	0.647705942108521	0.17646591	0.32773554
CDCA2	0.47897778495061705	1.129327593975935	0.0	0.0	0.299465964412507	0.6669777143867486	0.13875529	0.3092133
RFC4	0.31578454581862936	0.3518660455927842	0.0	0.0	0.9342883077016313	0.7299159308467552	0.64634645	0.50037473
KCNH7	0.32871557554048947	1.374715771507726	0.0	0.0	0.15843511118074324	0.4267805695739999	0.0009850357	0.002441954
NIPSNAP2	0.20129512643818503	0.15958345773735877	0.0	0.0	0.7436786833282311	0.8318324058886599	0.17876706	0.20008396
PBK	0.44564809906564895	0.5526100601190626	0.0	0.0	0.6193793258314189	0.9131338514282505	0.54126537	0.80245864
GKAP1	0.1856496843269052	0.14469282433350866	0.0	0.0	0.7333254166148673	0.8117427161431136	0.13078864	0.14487724
HNRNPH1	0.16339575854927613	0.09336645541276756	0.0	0.0	0.7716614601381311	0.823920794073846	0.4013936	0.42857727
PTPRD	0.18260012645873414	0.3410157796233954	0.0	0.0	0.688123780574902	0.8742771656332529	0.059982352	0.0769403
PRKAR2A	0.22714122657339453	0.258013749433952	0.0	0.0	0.9100142599925005	0.7593512805422724	0.102949716	0.08460474
SIK3	0.22153684940092389	0.5517285815876521	0.0	0.0	0.5234945737905813	0.7720181973066479	0.026032794	0.03933968
CSDC2	0.20449496779484355	0.260224808280073	0.0	0.0	0.6847420454858042	0.5700802911190027	0.016771706	0.014159395
TOP2A	0.44951690143743617	0.6560200300814347	0.0	0.0	0.5418958881062944	0.859638714079755	1.1324006	1.7972616
METTL15	0.3859257067289368	0.6442032878609044	0.0	0.0	0.5027827665160408	0.7914158621789823	0.05302013	0.08401266
ARHGAP35	0.21430196287547587	0.5065975236605765	0.0	0.0	0.751367887958517	0.5259120291387084	0.05109293	0.035305507
LSM4	0.17887761774830813	0.06107354994112223	0.0	0.0	0.8333850790920599	0.8698545491257176	0.6460334	0.6744041
DCAF7	0.17275323310682156	0.21328295105087824	0.0	0.0	0.6239931964311465	0.7250030871300175	0.051795643	0.060228385
SNRPN	0.18142312745597333	0.1671819747815444	0.0	0.0	0.9362562565144344	0.8327174267067834	0.27908242	0.24670844
TTC8	0.1764252040069605	0.14107962013577174	0.0	0.0	0.8647013642597775	0.7832144304509415	0.10610588	0.09580724
TARS	0.1652590078180537	0.14579582591760804	0.0	0.0	0.7859673627701141	0.8706111447761564	0.24915288	0.27650973
TRIM2	0.1736123758817194	0.1751034502664413	0.0	0.0	0.6722173623672211	0.7602543485320999	0.12124121	0.13728538
1700025G04RIK	0.24950819745298236	0.5178602584498931	0.0	0.0	0.5641728433460247	0.8121179283173177	0.009878575	0.014669779
TBC1D19	0.22678746190137733	0.10870208237283484	0.0	0.0	0.8078281757386903	0.7484718751311858	0.09426022	0.0871032
MGAT5	0.189791124885774	0.5092314363617498	0.0	0.0	0.631768978960708	0.4409047224269672	0.015476812	0.010578039
PARVA	0.18675619638373886	0.2821306351261538	0.0	0.0	0.9087616749732329	0.7455671834825167	0.10801828	0.087236576
RIOK1	0.22824241886072238	0.2376460182627518	0.0	0.0	0.7787534465436569	0.9199933643398978	0.119478494	0.14254531
MAST2	0.3898756355856591	0.5503688816450122	0.0	0.0	0.4801191167377065	0.7077598881681048	0.024489708	0.03681886
SDC2	0.18048418813851685	0.12163911889717752	0.0	0.0	0.8779544804274356	0.80615694300857	0.13219364	0.12077638
KNOP1	0.19747553193431044	0.09466760500570134	0.0	0.0	0.833823479972916	0.7802305531148297	0.2359075	0.22045219
WIZ	0.21095183803033057	0.27549611657274287	0.0	0.0	0.6528963480975046	0.7923765382172259	0.034953065	0.04247148
RRM2	0.273380663102205	0.45188893064167784	0.0	0.0	0.9154675531757279	0.666595452014709	1.1790224	0.8496336
NR2E1	0.2616798300781473	0.3543086937451753	0.0	0.0	0.7220755517588159	0.9258655224297005	0.16312477	0.21167615
KANK1	0.2521321737608324	0.7244977212435904	0.0	0.0	0.24304797841933498	0.14314658826777762	0.0022317888	0.0013473933
DNMT3A	0.2574612528614705	0.1988429929526059	0.0	0.0	0.7309460880599951	0.6355485413393401	0.13317211	0.11579149
SPC25	0.4630171464962264	0.6844700257102602	0.0	0.0	0.5163387976520286	0.8358851347763235	0.57783073	0.93597823
SLC6A6	0.1776194922606099	0.3190504939595161	0.0	0.0	0.6656872156478749	0.5316290296046543	0.040962644	0.03243683
EMSY	0.23988074459311015	0.22011283079523056	0.0	0.0	0.7648677613549749	0.8925850936502217	0.16116312	0.18996641
ZIC1	0.225885760970448	0.20266075364343844	0.0	0.0	0.7323664730152972	0.8443293286415786	0.090248816	0.10434883
KMT2E	0.16229855608907684	0.16919074309782484	0.0	0.0	0.8375868580143232	0.9430500378510387	0.35975337	0.4071455
STMN4	0.2369628510201628	0.19230903201013536	0.0	0.0	0.8376026383908229	0.7318250812591232	0.11824169	0.103570096
SP1	0.2691314972108817	0.38245295690716846	0.0	0.0	0.5142503011848594	0.6733898128944581	0.051177636	0.067215756
CEP126	0.3070029363098923	0.28726796602448684	0.0	0.0	0.6082386733366132	0.7444534398969941	0.04635234	0.05683856
